Model Name:GRU4REC
Epoch: 1/Loss:5.118/TrainingTime:32.249(min)
Epoch: 2/Loss:4.908/TrainingTime:32.265(min)
Epoch: 3/Loss:4.867/TrainingTime:32.248(min)
Epoch: 4/Loss:4.848/TrainingTime:32.247(min)
Epoch: 5/Loss:4.836/TrainingTime:32.228(min)
Epoch: 6/Loss:4.828/TrainingTime:32.246(min)
Epoch: 7/Loss:4.822/TrainingTime:32.256(min)
Epoch: 8/Loss:4.817/TrainingTime:32.235(min)
Epoch: 9/Loss:4.813/TrainingTime:32.214(min)
Epoch:10/Loss:4.810/TrainingTime:32.254(min)
